timestamp,snapshot,pod,cpu_m,ram_mi
17:02:40,34,frontend-7bd6f45654-dnhzb,34,42
17:02:40,34,paymentservice-9bfb7bf5-9mdwz,2,122
17:02:40,34,productcatalogservice-65bbf699df-d9cxl,15,42
17:02:40,34,recommendationservice-7444754ff5-kk4vc,23,80
17:02:40,34,redis-cart-c8ff86559-gpcc7,3,36
17:02:40,34,shippingservice-f956b6d9f-ml5cg,3,30
17:02:50,35,adservice-574bff445c-k5l76,35,282
17:02:50,35,cartservice-db96d6fcc-tsdhc,14,140
17:02:50,35,checkoutservice-5b6d96c9b7-fwtng,2,36
17:02:50,35,currencyservice-7c8fc8fc9c-rtbz4,35,114
17:02:50,35,emailservice-66944ff59-zvg4w,4,56
17:02:50,35,frontend-7bd6f45654-dnhzb,34,42
17:02:50,35,paymentservice-9bfb7bf5-9mdwz,3,122
17:02:50,35,productcatalogservice-65bbf699df-d9cxl,15,42
17:02:50,35,recommendationservice-7444754ff5-kk4vc,23,80
17:02:50,35,redis-cart-c8ff86559-gpcc7,3,36
17:02:50,35,shippingservice-f956b6d9f-ml5cg,3,30
17:03:00,36,adservice-574bff445c-k5l76,6,282
17:03:00,36,cartservice-db96d6fcc-tsdhc,16,140
17:03:00,36,checkoutservice-5b6d96c9b7-fwtng,2,36
17:03:00,36,currencyservice-7c8fc8fc9c-rtbz4,27,114
17:03:00,36,emailservice-66944ff59-zvg4w,4,56
17:03:00,36,frontend-7bd6f45654-dnhzb,32,42
17:03:00,36,paymentservice-9bfb7bf5-9mdwz,2,122
17:03:00,36,productcatalogservice-65bbf699df-d9cxl,14,42
17:03:00,36,recommendationservice-7444754ff5-kk4vc,23,80
17:03:00,36,redis-cart-c8ff86559-gpcc7,4,36
17:03:00,36,shippingservice-f956b6d9f-ml5cg,3,30
17:03:10,37,adservice-574bff445c-k5l76,6,282
17:03:10,37,cartservice-db96d6fcc-tsdhc,16,140
17:03:10,37,checkoutservice-5b6d96c9b7-fwtng,2,36
17:03:10,37,currencyservice-7c8fc8fc9c-rtbz4,27,114
17:03:10,37,emailservice-66944ff59-zvg4w,4,56
17:03:10,37,frontend-7bd6f45654-dnhzb,32,42
17:03:10,37,paymentservice-9bfb7bf5-9mdwz,2,122
17:03:10,37,productcatalogservice-65bbf699df-d9cxl,14,42
17:03:10,37,recommendationservice-7444754ff5-kk4vc,23,80
17:03:10,37,redis-cart-c8ff86559-gpcc7,4,36
17:03:10,37,shippingservice-f956b6d9f-ml5cg,3,30
17:03:21,38,adservice-574bff445c-k5l76,2,282
17:03:21,38,cartservice-db96d6fcc-tsdhc,3,140
17:03:21,38,checkoutservice-5b6d96c9b7-fwtng,1,36
17:03:21,38,currencyservice-7c8fc8fc9c-rtbz4,1,114
17:03:21,38,emailservice-66944ff59-zvg4w,5,56
17:03:21,38,frontend-7bd6f45654-dnhzb,1,42
17:03:21,38,paymentservice-9bfb7bf5-9mdwz,4,122
17:03:21,38,productcatalogservice-65bbf699df-d9cxl,1,42
17:03:21,38,recommendationservice-7444754ff5-kk4vc,4,80
17:03:21,38,redis-cart-c8ff86559-gpcc7,3,36
17:03:21,38,shippingservice-f956b6d9f-ml5cg,1,30
17:03:31,39,adservice-574bff445c-k5l76,1,282
17:03:31,39,cartservice-db96d6fcc-tsdhc,2,140
17:03:31,39,checkoutservice-5b6d96c9b7-fwtng,1,36
17:03:31,39,currencyservice-7c8fc8fc9c-rtbz4,2,114
17:03:31,39,emailservice-66944ff59-zvg4w,4,56
17:03:31,39,frontend-7bd6f45654-dnhzb,1,42
17:03:31,39,paymentservice-9bfb7bf5-9mdwz,1,122
17:03:31,39,productcatalogservice-65bbf699df-d9cxl,1,42
17:03:31,39,recommendationservice-7444754ff5-kk4vc,4,80
17:03:31,39,redis-cart-c8ff86559-gpcc7,3,36
